job_index,name,source,core,tier,spent,node_count,hp_per_second,kills_per_second,player_hp_lost,deaths,min_hp,followers_per_minute,q_casts,v_casts,generated,frame_p95_ms,gear_set,gear_rank,q,v,nodes
56,random melee seg2 #0,random,melee,seg2,3000,8,3023.70,23.250,158.1,1,1.0,3052.5,0,0,104,5.46,lattice,1,,,core.melee BA02 BA06 BA05 BA10 MO08 BA01 BA11
60,random melee seg2 #4,random,melee,seg2,3000,9,337.96,1.750,30.9,0,141.6,292.5,0,0,123,0.92,conduit,1,,,core.melee EX02 BA02 BA05 BA10 BA11 BA06 MO01 EX01
64,random melee seg2 #8,random,melee,seg2,3000,11,3204.18,25.375,134.0,1,0.3,3487.5,0,0,114,6.46,lattice,1,,,core.melee EX02 BA02 MO01 BA01 MO02 EX01 MO04 BA05 BA10 BA03
68,random melee seg2 #12,random,melee,seg2,3000,11,3137.39,26.250,26.6,0,132.4,3300.0,0,0,123,6.66,lattice,1,,,core.melee EX02 BA02 BA01 MO02 MO06 EX01 MO05 MO11 MO01 EX04
72,random ranged seg2 #0,random,ranged,seg2,3000,10,1230.17,10.125,85.4,0,83.1,1327.5,0,0,379,0.89,gravemarch,1,,,core.ranged PR02 BR02 BR05 PR01 PR03 BR06 PR11 PR05 BR01
76,random ranged seg2 #4,random,ranged,seg2,3000,9,1150.42,7.875,119.0,1,4.6,862.5,80,0,225,1.84,lattice,1,PRQ,,core.ranged PR01 OR02 PR03 PRQ PRQ5 OR05 OR06 BR01
80,random ranged seg2 #8,random,ranged,seg2,3000,10,1318.93,11.250,163.7,0,3.2,1365.0,6,0,469,0.85,gravemarch,1,ORQ,,core.ranged OR01 BR01 BR02 BR05 OR02 OR03 ORQ ORQ6 PR01
84,random ranged seg2 #12,random,ranged,seg2,3000,10,1015.45,6.250,135.0,1,9.5,750.0,0,0,325,0.91,conduit,1,,,core.ranged PR01 PR02 PR03 OR01 PR08 BR02 PR04 PR09 PR05
88,random magic seg2 #0,random,magic,seg2,3000,10,1841.61,13.500,151.3,1,7.3,1860.0,0,0,1223,2.38,conduit,1,,,core.magic DT01 DT04 DT11 IN01 DT03 DO12 IN06 IN03 DO01
92,random magic seg2 #4,random,magic,seg2,3000,10,1375.36,9.125,122.5,1,0.1,1170.0,1,0,786,2.59,conduit,1,DOQ,,core.magic DO01 DO05 IN01 DOQ IN03 DO06 DOQ4 IN02 DO12
96,random magic seg2 #8,random,magic,seg2,3000,12,2230.94,16.625,135.0,1,0.1,2070.0,0,0,1368,2.42,conduit,1,,,core.magic DO01 DO12 IN02 DO02 DO04 DT02 DOS1 DO09 DT03 DT06 IN01
100,random magic seg2 #12,random,magic,seg2,3000,11,1364.99,9.625,122.5,1,0.1,1282.5,1,0,833,2.82,conduit,1,INQ,,core.magic IN02 DO01 DT01 DO03 DT02 IN03 DO05 INQ DT06 IN01
104,random melee seg4 #0,random,melee,seg4,8000,19,374.86,1.875,105.6,0,97.5,262.5,0,0,127,1.14,conduit,3,,,core.melee MO02 MO06 pick.M3 BA07 EX02 BA03 MO01 BA02 BA12 MO10 MO09 BA05 MO04 BA06 MO03 BAK2 BA10 BA01
108,random melee seg4 #4,random,melee,seg4,7800,21,4319.22,30.375,0.0,0,164.2,4020.0,1,0,210,6.89,lattice,3,MOQ,,core.melee BA01 MO01 pick.M3 BA04 MO03 EX01 BA08 MO02 MO06 EX04 MO04 MO10 MO08 EX02 BA02 EX05 MOQ BA05 MO07 MOK1
112,random melee seg4 #8,random,melee,seg4,8000,21,4968.33,36.000,0.0,0,178.8,4560.0,1,0,233,7.86,lattice,3,MOQ,,core.melee MO02 MO05 pick.M3 BA01 EX06 EX01 EXQ EX04 EX08 EX02 EXQ7 BA03 MO01 EXQ6 BA02 EX03 EX09 MOQ BA05 EXS1
116,random melee seg4 #12,random,melee,seg4,8000,19,1795.49,11.875,0.0,0,203.7,1395.0,1,0,195,1.47,gravemarch,3,MOQ,,core.melee EX01 EX03 BA02 EXQ pick.M1 BA01 EX02 MO02 EX04 BA04 MO01 EX08 EXK2 MO04 MOQ BAQ BAQ6 MO07
120,random ranged seg4 #0,random,ranged,seg4,8000,19,2613.61,19.250,124.3,0,55.3,2415.0,1,0,967,0.81,gravemarch,3,BRQ,,core.ranged pick.M3 OR02 PR02 PR06 OR01 PRQ OR06 BR11 BR06 PRQ1 OR04 PRQ6 BR01 ORK2 BRQ BR02 BRQ4 PR01
124,random ranged seg4 #4,random,ranged,seg4,7800,22,1196.51,7.875,106.7,0,72.9,907.5,80,0,820,0.71,conduit,3,PRQ,,core.ranged BR02 BR05 BR01 PR01 pick.M2 BR03 BR06 PR03 BR07 PR02 OR02 BR08 PR05 OR10 PR07 PR06 BRQ PR08 BR04 PRQ OR01
128,random ranged seg4 #8,random,ranged,seg4,8000,20,4791.23,38.750,124.7,0,56.7,5160.0,0,0,1546,2.11,lattice,3,,,core.ranged OR01 BR11 pick.M1 OR04 OR02 OR03 OR09 PR01 OR07 BR02 BR05 OR12 BR06 PR02 PR11 PR10 PR05 OR08 PR03
132,random ranged seg4 #12,random,ranged,seg4,8000,21,2019.99,15.375,128.6,1,1.3,1950.0,1,0,905,1.12,conduit,3,PRQ,,core.ranged PR01 PR02 PRQ pick.M1 PRQ6 PRQ2 PRQ3 PR03 BR01 PR07 PR08 OR01 PR12 PRS2 BR02 OR03 OR02 PR11 BR09 PRS1
136,random magic seg4 #0,random,magic,seg4,8000,21,3496.75,23.625,189.0,1,5.9,3397.5,0,0,3519,7.92,gravemarch,3,,,core.magic DO05 DO01 pick.M2 DT01 DT06 DO03 DT02 DO12 DO07 DT07 DO09 DT04 DT11 DOK1 DT09 DO10 DT05 IN02 DO06 IN01
140,random magic seg4 #4,random,magic,seg4,8000,19,2031.67,13.500,97.3,0,76.0,1642.5,1,0,263,2.29,lattice,3,DOQ,,core.magic DO12 DO09 DO10 DO02 DO05 DO06 DT02 pick.M1 IN01 DT05 DO08 DOK2 DTQ DOQ DOQ6 IN02 IN03 DT01
144,random magic seg4 #8,random,magic,seg4,8000,20,1925.32,14.125,118.6,1,3.0,1912.5,1,0,1218,2.67,conduit,3,DOQ,,core.magic IN01 DO12 IN02 INQ DT02 IN10 pick.M1 DO09 DO02 DT05 DT10 IN04 IN05 DO05 IN09 DO06 DOQ IN06 DO07
148,random magic seg4 #12,random,magic,seg4,8000,21,1596.71,12.000,104.5,1,1.0,1687.5,1,0,1060,2.90,conduit,3,DTQ,,core.magic pick.M3 IN01 DT02 DO01 DO02 DO03 DT05 DT04 DTQ DTQ4 DTQ2 DT06 DT07 IN03 IN05 DTQ5 DO09 DO10 IN02 IN07
152,random melee seg6 #0,random,melee,seg6,16000,33,5631.24,41.375,0.0,0,135.8,5310.0,0,0,234,6.53,lattice,6,MOQ,,core.melee BA01 MO02 MO01 MO04 EX02 MOQ pick.M2 MO03 MO08 MOQ3 MOQ2 BA03 BA04 MOK1 EX01 EX05 BA02 BA06 MOF1 EX12 MO09 EXF1 MO05 MOQ6 BA10 MO12 MO10 MOQ1 EXQ MO06 EX06 MOS2
156,random melee seg6 #4,random,melee,seg6,16000,32,1223.58,7.375,0.0,0,204.1,922.5,1,0,726,1.21,conduit,6,MOQ,,core.melee BA02 EX02 BA01 MO02 MO01 MOQ MOQ6 MO04 BAQ BAQ3 pick.M1 BA05 BA10 BAQ4 MO07 MOQ1 BA09 BAQ2 MO09 BAQ6 BAQ5 MOQ4 BA11 MO12 MO05 BA04 BA12 G1 core.magic BAS1 DO01
160,random melee seg6 #8,random,melee,seg6,16000,33,5335.75,41.000,42.2,0,127.6,5557.5,80,0,297,7.84,lattice,6,BAQ,,core.melee MO02 BA02 pick.M2 EX02 BA06 BAQ BA05 BA11 BA10 BAQ1 BAQ5 MO01 MO08 MO05 BAK1 MO04 MO09 MO06 EX06 MO10 BAQ6 MOQ G1 core.magic EX03 BAQ3 EX01 MOF1 BAQ4 IN02 DT01 BA01
164,random melee seg6 #12,random,melee,seg6,16000,28,5528.01,39.875,133.7,0,38.8,5212.5,80,0,131,6.98,lattice,6,BAQ,,core.melee EX02 pick.M2 MO01 BA02 BA01 BA06 MO02 BA04 BA09 MO04 MO05 MO03 BA08 BA05 EX01 MOF2 BAC BAA MOQ MOQ4 BAF2 BAQ MOQ6 MO09 BA11 MO08 MOS2
168,random ranged seg6 #0,random,ranged,seg6,16000,33,2500.29,18.750,83.3,0,117.2,2205.0,0,0,970,0.91,conduit,6,PRQ,,core.ranged OR02 BR01 OR06 OR01 BR11 OR04 PR01 BRQ OR08 BRQ1 BRQ3 PR02 PR03 BR06 BR05 PR06 PRQ PRK1 BRQ7 PRQ2 pick.M2 BRQ4 ORK1 OR03 PRQ5 BRS2 PRQ4 BRK1 BR03 PRQ1 OR07 BR02
172,random ranged seg6 #4,random,ranged,seg6,16000,29,3663.96,26.375,99.2,0,55.7,3457.5,0,0,1858,2.21,lattice,6,BRQ,,core.ranged pick.M2 PR01 BR02 OR02 BR05 OR05 ORQ OR06 BRQ OR10 BR08 OR09 ORQ4 BR03 ORQ3 BRQ4 ORA BRQ2 BR04 G1 core.magic BRQ7 BRK2 OR01 ORQ6 PR03 DO01 PR08
176,random ranged seg6 #8,random,ranged,seg6,16000,29,4839.71,36.000,106.2,0,37.2,4792.5,7,0,1700,2.09,lattice,6,ORQ,,core.ranged pick.M3 PR01 OR02 OR06 BR01 BR04 OR01 BR08 BR02 BRF2 BR05 BR09 BR06 OR05 PR03 PR02 OR04 OR11 BRC PR07 PRQ ORQ BR10 ORQ6 PR06 ORK2 BR11 PRK1
180,random ranged seg6 #12,random,ranged,seg6,16000,31,2505.65,19.500,97.2,0,78.2,2512.5,80,0,983,2.37,lattice,6,PRQ,,core.ranged BR02 pick.M2 BR01 BR05 PR01 PR03 PRQ PR05 BR06 BR04 PR02 PR07 PR11 PR12 BR03 OR02 BR09 PRC PR04 OR06 ORQ PR06 BR12 BR11 PRS2 ORQ2 PRF2 BRQ ORQ6 BRS1
184,random magic seg6 #0,random,magic,seg6,16000,33,4309.39,29.750,130.1,0,40.2,4162.5,0,0,1865,2.62,gravemarch,6,DTQ,,core.magic DO12 DO05 DT01 DT02 pick.M2 DO01 DTQ IN01 DT06 DTQ6 DO11 DT03 DO09 DTQ3 DT08 DT11 DOQ DOQ5 DT10 DO02 DOQ3 IN03 DTQ4 DT09 DT12 DT05 IN04 DOK1 DO06 DT07 DOQ6 IN02
188,random magic seg6 #4,random,magic,seg6,16000,31,3014.68,24.250,114.7,0,89.9,3420.0,0,0,1957,2.72,conduit,6,,,core.magic DT02 pick.M2 DO01 DT03 DT10 IN02 DO05 DO12 DO06 DT06 DO04 DO02 DO09 IN01 IN05 IN04 DT11 DTK2 DT09 DO07 DOC DTF1 DT05 IN11 DOF1 DO03 DO10 IN12 IN03 INS1
192,random magic seg6 #8,random,magic,seg6,16000,34,4312.62,29.500,157.8,1,1.7,4042.5,1,0,1904,3.38,conduit,6,DOQ,,core.magic IN01 DO01 DT02 DT03 IN06 DO05 DO06 DOQ DTQ DO12 DOQ1 DOQ5 IN03 DTQ3 DT08 INQ INQ6 DO09 DOF1 DT10 DO04 DOQ4 DTQ6 INQ5 IN10 IN02 INQ3 DTQ5 DT01 DT11 DO03 pick.M1 DTS1
196,random magic seg6 #12,random,magic,seg6,16000,33,5214.74,35.750,77.3,1,1.0,4905.0,1,0,2065,6.25,lattice,6,DTQ,,core.magic DO05 DT01 IN01 DT04 DT05 IN02 DT02 pick.M1 DT10 DO01 DT06 INQ IN10 DO02 DT03 DT11 IN06 IN09 IN05 DO07 INF1 IN04 DOK1 INQ6 DOQ IN08 DTQ IN03 DOQ2 DO08 DT07 DO12
200,random melee seg9 #0,random,melee,seg9,32000,46,6205.29,44.750,110.8,0,65.8,6037.5,0,1,248,8.13,lattice,10,EXQ,BAV,core.melee BA02 MO02 MO01 EX02 BA01 MO06 pick.M2 BAQ BA03 MO04 BAQ5 BA05 BAK1 BA08 MO05 MO08 MO09 BA10 BA04 MOS2 MOF1 MO11 BA06 MOQ BAQ1 MO10 BAQ4 BA09 EX01 MOQ2 BAC pick.D2 BAV MOQ3 BAQ3 BA11 MO07 G1 core.ranged EXQ PR01 BA12 EXQ4 BAV1 BAV2
204,random melee seg9 #4,random,melee,seg9,32000,46,6677.73,44.375,155.1,0,26.4,5722.5,1,2,552,6.94,lattice,10,EXQ,EXV,core.melee pick.M3 pick.D3 BA02 MO01 BA01 MO04 EX01 EX02 MO07 BA04 BAQ MOQ BA05 BA07 MO03 EX03 MO12 EX07 BAQ3 MOQ4 BAQ6 EX12 EX10 MO09 EXQ BA10 MOF1 BA12 EX05 EXQ1 EX06 BAQ2 BA09 BAC BAQ4 EXQ5 BA03 EXC MOQ3 BA11 EXQ7 EX09 EXV MOK2 EXS1
208,random melee seg9 #8,random,melee,seg9,32000,60,3819.01,26.625,73.0,0,170.7,3465.0,80,0,513,2.15,gravemarch,10,BAQ,,core.melee MO02 pick.D1 EX01 BA02 BA05 MO06 MO11 pick.M2 MO05 BA06 MO08 BAQ MO03 BAQ2 BAQ4 MO10 BAQ6 BAQ3 MOQ BA01 MOQ1 MO01 EX12 EX03 MOQ3 MOQ6 MO04 BAQ1 BA04 BA09 EX04 MOQ5 BA11 MO07 BA08 BAQ5 MOF1 EX09 MOK1 EXQ EXQ7 MOK2 EX07 EXQ3 EXF2 EXQ1 BA10 EXE2 EXQ6 EX02 EX06 BA07 EXK1 BAS2 MOQ2 EX10 BA12 MOQ4 BA03
212,random melee seg9 #12,random,melee,seg9,32000,54,6342.44,43.500,45.5,0,130.5,5580.0,80,0,232,7.25,lattice,10,BAQ,,core.melee pick.M2 MO02 BA01 EX02 EX01 pick.D2 MO05 MOQ EX05 BA03 EXQ BA02 MOQ3 BA08 EXQ6 BA06 BA07 MOQ5 EXQ2 MO01 MO06 BAK1 BAQ MO11 MOQ6 BAK2 BA10 BA12 MOQ1 BA09 BAQ6 MOQ4 BAQ5 BAQ2 BA04 MO04 EX06 BAQ1 EXQ7 MOC MO07 MO03 BAA MO10 BA05 MOK1 EXQ3 MOF1 EX04 MO12 BAF2 MOE1 MO08
216,random ranged seg9 #0,random,ranged,seg9,32000,55,5483.88,38.375,99.9,0,61.2,5115.0,0,0,2546,2.48,lattice,10,BRQ,,core.ranged pick.M2 OR02 OR05 BR01 OR10 BR03 BR08 BR07 BR04 BR09 PR07 OR01 BRQ BR06 PR03 pick.D2 PR11 BRK2 OR06 PR01 BRK1 BRQ3 BR11 PR12 BRF2 PR10 OR09 OR12 PR09 ORA ORS2 BRQ2 PR04 OR04 BRQ1 PR06 BRQ4 BR02 ORQ PRQ BRQ5 PR05 PRK2 ORQ1 OR11 ORF1 ORQ6 PR02 BR05 ORK1 OR03 BR12 PRQ2 ORE1
220,random ranged seg9 #4,random,ranged,seg9,32000,53,5289.83,38.000,113.3,0,118.2,4957.5,6,1,1707,1.29,gravemarch,10,ORQ,BRV,core.ranged pick.M2 OR01 BR11 OR02 OR05 PR01 ORQ BR01 PR02 OR03 ORQ4 pick.D1 PR05 BRQ OR10 OR08 PR03 PR08 OR09 BRQ1 OR07 BR03 ORF2 BRQ6 OR04 ORQ2 BRQ5 BRQ7 BR04 BR07 BR08 BR06 BRC BRQ4 OR11 ORK2 BR02 PR06 BR05 PRF1 PRQ PR07 PR11 PRQ5 BR09 BRV OR12 PR10 ORQ7 ORE2 ORS1 BRS2
224,random ranged seg9 #8,random,ranged,seg9,32000,49,2300.16,15.750,103.1,0,105.4,2070.0,2,0,1282,1.50,conduit,10,PRQ,,core.ranged BR01 pick.M1 OR02 PR01 PR02 OR06 PR05 PR06 BR03 pick.D1 PRK1 BR07 BR02 BR06 BR04 BR11 OR05 BRK2 OR10 PRQ BRA OR11 PR03 PR10 BRF2 ORQ PR04 ORK1 PRF2 OR09 PRQ1 ORK2 BRQ BR05 PR08 PRQ2 BR09 PRQ5 ORA ORQ3 BRQ1 ORQ7 BR08 PRK2 BR12 BRQ4 BRQ3 PR09
228,random ranged seg9 #12,random,ranged,seg9,32000,49,6277.84,43.750,133.3,0,79.4,5595.0,0,2,2672,1.30,conduit,10,BRQ,ORV,core.ranged OR01 pick.D3 BR01 pick.M2 OR04 BR02 OR09 BR03 BR06 BRQ BR11 OR12 BRQ5 BR05 ORQ ORQ2 BRQ2 OR07 PR02 BRQ1 BRQ6 ORK2 BR04 ORQ5 OR03 PR01 PR03 PR08 BRQ4 PR06 BRQ3 BR09 PR05 PRF1 ORQ7 ORQ3 ORA BRS2 PRQ BR12 BRF2 ORV PR10 PRQ4 PR04 OR08 PR09 BRK2
232,random magic seg9 #0,random,magic,seg9,32000,46,3725.06,26.375,164.2,1,1.4,3525.0,1,1,1426,4.83,conduit,10,DOQ,INV,core.magic DT01 pick.M1 DO01 IN01 IN02 IN06 DT03 INQ DT02 DO12 IN10 pick.D3 DO05 DOQ DO03 IN09 DOF1 DT06 DO08 IN04 INK1 DTQ DO09 DTQ2 DTK1 INQ6 INQ1 DT07 IN03 INQ5 DOA DTQ3 DT10 DOQ2 INQ2 IN05 INV DO07 INF1 DOQ6 DOQ5 INK2 DT09 IN08 INV3
236,random magic seg9 #4,random,magic,seg9,32000,46,6299.82,44.625,67.6,1,9.2,5970.0,1,1,2200,5.17,lattice,10,INQ,INV,core.magic DO01 IN01 IN05 pick.D3 IN02 pick.M3 IN06 DT01 DT04 DT05 DO03 INQ DT11 INK2 INK1 INQ2 IN11 IN08 IN09 IN07 INQ1 DO05 INQ5 IN12 DO12 IN03 DT02 DOK2 INV DO09 DO11 DT10 DTK1 DO07 DO06 INQ3 DO04 INV2 DO08 DTQ DO10 INV1 DT06 IN10 DOQ
240,random magic seg9 #8,random,magic,seg9,32000,61,5677.09,42.000,137.8,1,28.0,5445.0,0,0,3078,3.72,gravemarch,10,BRQ,,core.magic IN01 DO05 DO07 pick.M2 pick.D1 DO01 DO12 DOQ IN05 DOQ2 DOQ3 DO06 DO02 DOQ6 G1 core.ranged DOQ5 PR02 PR05 BR02 PRQ BR05 IN03 IN04 IN07 BR01 DOC DOF1 DO09 BR03 BRF1 DOA DOQ1 BR08 BR04 PR10 DT05 BR09 DT01 PRQ2 DO04 BRQ IN02 BR06 PR01 BRQ7 BRQ2 PRK1 DT06 DOK1 BRE1 PR03 INK2 DTQ PR07 IN06 PR08 DT02 OR02 PRS2
244,random magic seg9 #12,random,magic,seg9,32000,55,3694.36,27.125,98.3,1,1.0,3682.5,1,0,1896,4.17,conduit,10,INQ,,core.magic DT01 pick.D3 IN02 DO05 DT04 pick.M1 DO07 DO01 DO02 DT11 DT03 DO03 IN01 IN06 IN03 INQ DO09 DO10 INF1 DO12 DT02 DT06 DOF1 DT07 INK1 DO11 IN05 DOA INA IN04 DO08 DOQ DO04 DOQ3 IN09 DOK1 INQ6 IN08 DTQ IN10 DTQ4 INQ3 DO06 DTQ5 DT08 IN11 DOQ4 DTQ3 IN07 INQ5 DTQ2 DOQ6 DOE1 DT05
248,random melee seg12 #0,random,melee,seg12,63876,83,3513.77,23.500,0.0,0,242.2,3142.5,1,1,1241,1.70,conduit,15,MOQ,BAV,core.melee MO01 MO04 pick.P2 EX01 MO02 MO05 MO09 BA02 MO10 pick.M3 BA01 BA04 EX06 BA03 MO06 MO03 MO08 BA07 EX12 EX03 EX10 BA10 BA08 BA06 MO11 BA09 EX07 BA12 EX05 MOQ BAK2 MOF1 EXF2 EX04 BA05 MOK2 EXK1 MOQ2 BAC pick.D3 BA11 EX08 BAQ EX09 EX02 BAS2 BAQ6 BAQ1 BAV MOQ4 MO07 MOQ3 MO12 BAV1 BAQ4 MOK1 EXQ EXS2 EXK2 EXQ4 EX11 BAQ5 MOV EXC BAV2 EXQ1 MOQ5 MOC BAQ3 EXQ3 EXQ6 EXS1 BAF2 BAQ2 MOA MOS2 EXE2 MOQ1 BAK1 BAE2 BAS1 MOS1
252,random melee seg12 #4,random,melee,seg12,64000,95,5645.98,37.000,0.0,0,231.9,5032.5,0,1,2639,2.55,gravemarch,15,MOQ,EXV,core.melee pick.M2 BA02 EX01 EX03 BA06 BAQ EXQ pick.D3 BAQ5 MO02 BAQ1 BA07 EXQ2 EXQ5 EXQ6 EX07 G1 core.ranged MO06 MO10 MO11 MOQ MOQ6 BA08 EXQ4 MOF2 EX04 BA12 OR01 MOQ5 MOQ3 MO08 BA01 OR03 MO07 BA11 EXQ7 OR08 MOE2 EX10 EX02 MO01 BAQ4 MOQ4 EX11 BA03 pick.P3 BA05 BAQ3 ORQ OR07 EX09 EX08 EXQ3 OR12 MO05 OR04 BA10 MO09 OR09 EXC MO04 OR02 ORQ5 ORQ4 BAQ2 BR02 EXF2 BAA ORQ6 BAQ6 PR02 MOS1 MO03 EX05 ORS1 EXV ORC EX12 OR10 EX06 ORV MOQ2 OR06 ORQ7 ORK1 BR06 BR01 MOC OR05 EXK2 PR01 PR03 EXE2
256,random melee seg12 #8,random,melee,seg12,63952,83,7459.31,47.375,21.8,0,197.7,6705.0,80,2,732,5.41,lattice,15,BAQ,BAV,core.melee pick.M3 BA02 MO02 BA06 MO01 EX02 BAQ MO06 pick.D2 BAQ5 BA05 MO11 MO08 MOQ pick.P3 MOQ6 MO03 MOF1 BAQ1 MO05 MO10 MO07 BAQ3 MOQ5 MOA MOQ2 BA01 MO09 BA04 BA08 EX01 BAF2 EX12 BA03 EX04 EX09 EXQ BA09 BA07 BA12 BAK1 MOQ1 BAV BAQ4 MOK2 EX10 EXQ5 EX06 BA10 MOV MOV1 EX08 MOQ3 BAV3 EXQ7 EXQ4 EX05 EX03 MOS1 MO04 BAQ6 BAK2 MOV3 BA11 EXF1 EXQ6 BAC EX11 MOS2 MOQ4 MOC MO12 BAQ2 EX07 BAV2 MOK1 MOE1 BAS2 EXQ3 EXS1 BAE2 BAS1
260,random melee seg12 #12,random,melee,seg12,64000,78,6796.67,45.625,73.3,0,108.4,5985.0,80,2,1053,7.20,lattice,15,BAQ,MOV,core.melee pick.P1 EX02 pick.D1 EX01 MO01 EXQ EX08 MO04 EXQ5 EX05 EXK2 MO07 EXQ3 BA01 BA03 EX11 MOQ EXQ2 pick.M3 BA07 BA12 EXF1 BAQ BA04 BAQ5 G1 core.ranged EXQ6 BAF1 EX12 MOQ1 MOQ4 BA09 MO02 EXQ7 BR01 BAQ1 MOQ2 BAK1 OR02 BR02 MO09 MO03 MO12 PR02 EXV BRQ BAA EX10 EX03 MO08 MOK1 MO11 BRQ4 BR06 MOQ3 MR5 BAQ2 BAV EX09 EXA PR01 BA08 BA02 EXC BAV1 PR03 BR11 MOV MOC BRQ3 PR05 EX04 EX06 OR01 BA05 BAQ4
